00006;-32.93604;-60.643157
00009;-31.7681;-52.337805
00013;-12.0179;-38.04871
00018;-34.91389;-57.989208
00020;-23.554447;-46.701411
00024;-32.982506;-60.644512
00025;-23.535218;-46.635063
00026;-12.0179;-38.04871
00027;-32.94675;-60.628169
00030;-54.8588;-68.5098
00034;-27.547;-48.4476
00036;-23.600172;-46.744251
00039;-23.557334;-46.661134
00041;-50.327;-72.2661
00045;-34.91389;-57.989208
00047;-8.061991;-34.874006
00048;-50.3702;-72.6922
00053;-22.9088;-47.0494
00054;-54.8728;-68.2429
00055;-54.9518;-68.4669
00056;-54.8145;-68.3177
00057;-12.0179;-38.04871
00063;-25.614107;-54.4828
00064;-43.2465;-65.3015
00065;-28.878;-51.191
00066;-54.8325;-68.4238
00071;-12.0179;-38.04871
00072;-30.034352;-51.212811
00073;-25.685;-54.4449
00074;-42.0929;-63.7736
00075;-3.8383;-32.4076
00076;-42.1558;-63.7215
00077;-51.7073;-72.5107
00078;-50.3185;-72.2635
00079;-22.8318;-47.0761
00080;-50.327;-72.2661
00081;-54.8518;-68.4669
00085;-34.91389;-57.989208
00086;-34.91389;-57.989208
00089;-22.8318;-47.0761
00090;-42.0929;-63.7736
00091;-22.813;-47.0729
00092;-34.91389;-57.989208
00095;-34.91389;-57.989208
00096;-30.02753;-51.205408
00097;-22.9088;-47.0494
00098;-27.547;-48.4476
00099;-27.6022;-48.4373
00100;-54.8145;-68.3177
00101;-25.5501;-54.583
00102;-28.878;-51.191
00103;-27.6022;-48.4373
00104;-3.8507;-32.3953
00105;-54.8145;-68.3177
00106;-22.9088;-47.0494
00107;-54.8728;-68.2429
00108;-12.0179;-38.04871
00110;-34.91389;-57.989208
00111;-2.19477;-79.883158
00112;-22.9088;-47.0494
00113;-42.8126;-64.9002
00114;-42.8126;-64.9002
00115;-22.9088;-47.0494
00116;-44.0445;-65.2216
00117;-42.0984;-63.7437
00118;-25.685;-54.4449
00119;-12.5748;-37.9984
00120;-43.2465;-65.3015
00121;-22.8318;-47.0761
00122;-50.3228;-73.2176
00123;-54.9142;-68.3329
00124;-44.0445;-65.2216
00125;-44.0445;-65.2216
00126;-54.8728;-68.2429
00127;-51.2306;-72.3917
